361.39806511	-167.274629213	-37.5214884584	13.3795596107	10.7237818717	
365.881352011	-163.177005373	-41.5531525629	6.12260284542	16.2367532894	
361.884113843	-164.568400524	-36.5941251759	-1.13182857103	17.4767658377	
361.234702758	-167.513424581	-32.1348357999	2.63627154886	20.4832143633	
358.315725	-164.406896217	-36.3402351478	-0.173954742791	18.5378715903	
360.283452757	-165.681921194	-32.9721329073	0.852439601788	18.3829905011	
359.271650049	-168.137411177	-34.8163241399	0.930792139631	19.6550856451	
360.05884131	-166.705889467	-26.019815375	8.48821944225	14.1447923093	
365.998749699	-165.3749789	-32.3511476199	1.76712026258	20.5583368887	
362.299085043	-164.796930886	-29.6543186625	-0.595124326704	16.8807594146	
362.472836952	-167.171120985	-34.1505322979	-0.821079012947	21.0534056548	
358.471616765	-167.360235691	-39.0011680207	1.37049328688	17.6432647439	
360.30098608	-164.184607538	-31.7286319406	-0.552495971291	19.5117234257	
360.19833665	-163.084815542	-36.4875927675	-3.01345054216	18.6359610655	
362.081398246	-164.201460692	-33.6122452282	-0.671760733902	16.6995278297	
361.985526252	-162.814653486	-35.0502072623	12.3055032087	12.6362432422	
363.701178074	-161.7098785	-25.1783369672	3.97159079677	11.0747954271	
360.596875304	-162.582415047	-26.42874506	-3.769350914	21.7574117718	
363.348640018	-163.48429349	-38.7907322977	-2.47027200407	15.5841385551	
362.767203513	-162.635034231	-30.395028492	5.87525770427	11.790953311	
365.81424156	-159.607855321	-34.8004138397	9.35762805239	12.1897376553	
361.172961649	-155.213298825	-33.022320581	1.8433755256	7.97398743911	
365.580897022	-159.294965981	-23.87704201	18.43849479	2.86314953213	
362.171897117	-160.237290196	-34.09747746	13.0013206642	10.5467477642	
362.216826024	-159.746088611	-27.0099382255	3.56113311583	7.15500286393	
365.357567873	-159.611401471	-20.2286688682	9.02832347283	10.1658060754	
364.310199082	-160.105326091	-34.0291103417	6.1045182654	12.1986704917	
361.748635857	-158.499118717	-31.0539458196	1.66618073469	10.1294964245	
368.600713303	-157.957106429	-27.4351374944	4.4228993299	12.7674141806	
364.123421174	-158.548174316	-31.7615265816	14.3211598155	2.36861711432	
362.355730525	-156.118504097	-22.31325588	13.9735573085	1.51027362357	
368.028308562	-157.638976722	-23.6248547445	12.5542121264	9.86310627231	
362.407924531	-160.045152952	-34.8392791957	7.31367256492	7.6592240309	
363.777624307	-159.511868382	-27.5128176982	6.97111079599	6.88320583984	
368.082441893	-155.346086271	-22.0222448807	10.2898336743	9.4911439622	
364.568551634	-156.398532032	-24.5121246255	16.7307504416	-0.578035281279	
361.678489736	-154.804286564	-21.7524921957	9.96317104754	3.29549193478	
369.309119376	-150.872146448	-25.8871515956	6.5077064992	8.19188525602	
365.010403785	-153.213516644	-30.2227226337	-1.71135051726	9.67111756552	
363.681422888	-157.78604939	-22.3469039222	9.63341400911	6.80526521582	
366.726053058	-158.740355319	-30.9340665006	2.29759977956	16.2011759868	
